"Main ID","Incident ID",Region,"Incident Date",Year,"Reported Month","Number Dead","Minimum Estimated Number of Missing","Total Number of Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Region of Origin","Cause of Death","Country of Origin","Location of death","Information Source",Coordinates,"Migration route",URL,"UNSD Geographical Grouping","Source Quality"
2022.MMP1198,2022.MMP1198,"Central America","Sat, 09/17/2022 - 12:00",2022,September,1,,1,,,1,,"Central America","Mixed or unknown",Mexico,"Body found 10 months after disappearance in finca Praxedis G. Guerroro, Guadalupe Distrito Bravos, Chihuhua, Mexico","El Diario de Parral, Noticias Ya, Noticias de Bariloche, El Heraldo de Chihuhua","31.31801405, -105.9554534","US-Mexico border crossing","https://archive.ph/SmyyL, https://archive.ph/7gxMP, https://archive.ph/44fSe, https://archive.ph/3IRNb","Central America",3
2022.MMP1199,2022.MMP1199,"Central America","Mon, 10/10/2022 - 12:00",2022,October,1,,1,,,,1,"South America","Harsh environmental conditions / lack of adequate shelter, food, water","Venezuela (Bolivarian Republic of)","Boca del Rio Marragantí, Comarca Emeberá-Cémaco, Darien Gap, Panama","Minuto 30","8.466972, -77.687466",Darien,https://archive.ph/1UegX,"Central America",1
2022.MMP1200,2022.MMP1200,"Central America","Mon, 10/10/2022 - 12:00",2022,October,1,,1,,,1,,"Latin America / Caribbean (P)",Drowning,Unknown,"Bravo River near Claudette Colony, Nuevo Laredo, Tamaulipas, Mexico","El Mañana","27.524202, -99.52592","US-Mexico border crossing",https://archive.ph/OMur4,"Central America",1
2022.MMP1201,2022.MMP1201,Mediterranean,"Sat, 10/08/2022 - 12:00",2022,October,1,,1,5,,1,1,"Northern Africa",Drowning,Egypt,"Off the coast of Kovan Island, Kaş, Antalya, Türkiye","Turkish Coast Guard","36.15103311, 29.61676457","Eastern Mediterranean",https://archive.ph/YnlWs,Uncategorized,5
2022.MMP1202,2022.MMP1202,"North America","Sun, 10/16/2022 - 12:00",2022,October,2,,2,12,,,,"Latin America / Caribbean (P)","Vehicle accident / death linked to hazardous transport",Unknown,"Unspecified location in Brooks County, Texas, USA following police chase","Fox News","26.79750624, -98.11436485","US-Mexico border crossing",https://archive.ph/kv5Lk,"Northern America",1
2022.MMP1203,2022.MMP1203,"South America","Sat, 10/15/2022 - 12:00",2022,October,1,,1,,,1,,"South America","Mixed or unknown","Bolivia (Plurinational State of)","3 km south of Cerrito Prieto in wetlands near Colchane commune, Tarapaca, Chile","Chile Detail Zero, La Hora, El Pais Bolivia","-19.30909301, -68.63316177",,"https://archive.ph/M6sQk, https://archive.ph/BT9jX, https://archive.ph/Ftld1","South America",3
2022.MMP1204,2022.MMP1204,"Central America","Thu, 10/13/2022 - 12:00",2022,October,1,,1,,,1,,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Federal Highway 2 KM 56 in Hidalgo, Coahuila, Mexico","El Tiempo, K911 Noticias","27.78066692, -99.89084293","US-Mexico border crossing","https://archive.ph/3B6EZ, https://archive.ph/5eUsA","Central America",3
2022.MMP1205,2022.MMP12051311,Mediterranean,"Sun, 10/09/2022 - 12:00",2022,October,,9,9,270,,,4,"Western Africa",Drowning,Nigeria,"Near Al Bouri oil field North of Sabratha, Libya - 2 boats embarked from Sabratha on 9 Oct 02:00, 1 embarked from Abu Kammash on 9 Oct at 03:32 - disembarkation at Misfat Az Zawiyah DP","IOM Libya","33.48478628, 12.61938","Central Mediterranean",,Uncategorized,4
2022.MMP1205,2022.MMP12051312,Mediterranean,"Sun, 10/09/2022 - 12:00",2022,October,,5,5,,,,,"Western Africa",Drowning,Niger,"Near Al Bouri oil field North of Sabratha, Libya - 2 boats embarked from Sabratha on 9 Oct 02:00, 1 embarked from Abu Kammash on 9 Oct at 03:32 - disembarkation at Misfat Az Zawiyah DP","IOM Libya","33.48478628, 12.61938","Central Mediterranean",,Uncategorized,4
2022.MMP1205,2022.MMP12051313,Mediterranean,"Sun, 10/09/2022 - 12:00",2022,October,,4,4,,,,,"Northern Africa",Drowning,Sudan,"Near Al Bouri oil field North of Sabratha, Libya - 2 boats embarked from Sabratha on 9 Oct 02:00, 1 embarked from Abu Kammash on 9 Oct at 03:32 - disembarkation at Misfat Az Zawiyah DP","IOM Libya","33.48478628, 12.61938","Central Mediterranean",,Uncategorized,4
2022.MMP1206,2022.MMP12061314,Mediterranean,"Sun, 10/09/2022 - 12:00",2022,October,4,10,14,88,,,,"Western Africa",Drowning,Ghana,"North of Zuwara, Libya - embarkation from Abu Kammash/Zuwara on 9 Oct 01:00, disembarkation at Marsa Della DP","IOM Libya","32.7940903, 12.747263","Central Mediterranean",,Uncategorized,4
2022.MMP1206,2022.MMP12061315,Mediterranean,"Sun, 10/09/2022 - 12:00",2022,October,4,6,10,,,,,"Western Africa",Drowning,Nigeria,"North of Zuwara, Libya - embarkation from Abu Kammash/Zuwara on 9 Oct 01:00, disembarkation at Marsa Della DP","IOM Libya","32.7940903, 12.747263","Central Mediterranean",,Uncategorized,4
2022.MMP1206,2022.MMP12061316,Mediterranean,"Sun, 10/09/2022 - 12:00",2022,October,1,,1,,,,,"Eastern Africa",Drowning,Somalia,"North of Zuwara, Libya - embarkation from Abu Kammash/Zuwara on 9 Oct 01:00, disembarkation at Marsa Della DP","IOM Libya","32.7940903, 12.747263","Central Mediterranean",,Uncategorized,4
2022.MMP1206,2022.MMP12061317,Mediterranean,"Sun, 10/09/2022 - 12:00",2022,October,,1,1,,,,,"Northern Africa",Drowning,Sudan,"North of Zuwara, Libya - embarkation from Abu Kammash/Zuwara on 9 Oct 01:00, disembarkation at Marsa Della DP","IOM Libya","32.7940903, 12.747263","Central Mediterranean",,Uncategorized,4
2022.MMP1206,2022.MMP12061318,Mediterranean,"Sun, 10/09/2022 - 12:00",2022,October,,1,1,,,,,"Middle Africa",Drowning,Cameroon,"North of Zuwara, Libya - embarkation from Abu Kammash/Zuwara on 9 Oct 01:00, disembarkation at Marsa Della DP","IOM Libya","32.7940903, 12.747263","Central Mediterranean",,Uncategorized,4
2022.MMP1207,2022.MMP1207,Mediterranean,"Mon, 10/10/2022 - 12:00",2022,October,,12,12,97,,,,Mixed,Drowning,Mixed,"North of Az Zawiyah, Libya - embarkation from Zawiyah on 7 Oct 23:00, disembarkation at Tripoli main port DP","IOM Libya","33.074714, 12.801406","Central Mediterranean",,Uncategorized,4
2022.MMP1208,2022.MMP1208,"Western Asia","Sat, 10/15/2022 - 12:00",2022,October,,3,3,4,,3,,"Southern Asia",Drowning,Afghanistan,"Alibey Village, Meric, Türkiye attempting to cross Meric/Evros river to Greece","IOM Türkiye","41.24934686, 26.35668876","Türkiye-Europe land route",,"Western Asia",4
2022.MMP1209,2022.MMP1209,"Southern Africa","Tue, 10/18/2022 - 12:00",2022,October,25,,25,,,25,,"Eastern Africa","Mixed or unknown",Ethiopia,"Golong'ondo area in Mtangatanga Forest Reserve in Mzimba district, Malawi","AFP, Anadolu Agency, The Guardian","-11.8437, 33.7068",,"https://archive.ph/OQQcY, https://archive.ph/84QO2, https://archive.ph/FnAHr, https://archive.ph/OQQcY","Southern Africa",3
2022.MMP1210,2022.MMP1210,"Central America","Tue, 10/18/2022 - 12:00",2022,October,3,,3,5,,3,,"South America","Vehicle accident / death linked to hazardous transport","Venezuela (Bolivarian Republic of)","200 Ciudad Hidalgo-Tapachula Highway, Suchiate, Chiapas, Mexico","INM, Noticieros Televisa, Version Final Venezuela","14.64392901, -92.24443008",,"https://archive.ph/GgVPy, https://archive.ph/Epn05, https://archive.ph/dJoA2","Central America",5
2022.MMP1211,2022.MMP1211,"Central America","Wed, 10/19/2022 - 12:00",2022,October,1,,1,,,1,,"Latin America / Caribbean (P)","Vehicle accident / death linked to hazardous transport",Unknown,"Train tracks in Morelos, Guadalajara, Jalisco, Mexico","Informador, Notisistema","20.6571776, -103.3553036",,"https://archive.ph/iCHD9, https://archive.ph/FRYXL","Central America",3
2022.MMP1212,2022.MMP1212,"Northern Africa","Wed, 10/12/2022 - 12:00",2022,October,7,15,22,30,,,,"Northern Africa (P)",Drowning,Unknown,"Off the coast of Tan-Tan, Morocco","Halena Maleno, Hespress","28.74565827, -11.2988","Western Africa / Atlantic route to the Canary Islands","https://archive.ph/13c5g, https://archive.ph/cP5cK",Uncategorized,4
2022.MMP1213,2022.MMP1213,Mediterranean,"Thu, 10/13/2022 - 12:00",2022,October,2,5,7,8,,,2,"Northern Africa (P)",Drowning,Unknown,"Off the coast of Skikda, Algeria (East)","Annahar, Al Quds, Skikda News Facebook Page","36.88578621, 6.91567","Central Mediterranean","https://archive.ph/CmlrA, https://archive.ph/Ehqun, https://www.facebook.com/21SKIKDASKIKDA/posts/pfbid037TjTputDYdXKuegYifADeZNXe6gixFPK2rdgweq1wf6L9Y2kNpNX4jQFjnE99my4l",Uncategorized,3
2022.MMP1214,2022.MMP1214,"Southern Africa","Wed, 10/19/2022 - 12:00",2022,October,4,,4,,,,,"Eastern Africa (P)","Mixed or unknown",Unknown,"1 km away from mass grave in Mtangatanga Forest Reserve in Mzimba district, Malawi","CNN, The Maravi Post, The Guardian","-11.8437, 33.7068",,"https://archive.ph/7sZLy, https://archive.ph/Z0guW, https://archive.ph/JzW6z","Southern Africa",3
2022.MMP1215,2022.MMP1215,Mediterranean,"Thu, 09/22/2022 - 12:00",2022,September,4,13,17,,1,3,,"Northern Africa",Drowning,Tunisia,"Off Ile Congliera (Kuriat island), Monastir, Tunisia - embarked from Tabulbah, Monastir, Tunisia on 22 September","IOM Tunisia, Imed Soltani, M FM Tunisie","35.65497996, 10.968483","Central Mediterranean",https://archive.ph/ZHXN3,Uncategorized,4
2022.MMP1217,2022.MMP1217,Mediterranean,"Wed, 10/19/2022 - 12:00",2022,October,2,,2,,,,,"Sub-Saharan Africa (P)",Drowning,Unknown,"Remains washed ashore Ras Yousef beach, Sabratah, Libya","LRC via IOM Libya","32.81495666, 12.448691","Central Mediterranean",,Uncategorized,4
2022.MMP1218,2022.MMP1218,"Northern Africa","Tue, 10/11/2022 - 12:00",2022,October,1,,1,,1,,,"Sub-Saharan Africa (P)",Drowning,Unknown,"Remains washed ashore Temaya, 28 KM North Dakhla, Western Sahara","Dakhla Now","23.95940991, -15.743597","Western Africa / Atlantic route to the Canary Islands",https://archive.ph/a61bU,Uncategorized,1
2022.MMP1219,2022.MMP1219,Mediterranean,"Thu, 10/20/2022 - 12:00",2022,October,2,2,4,34,,,2,"Western Africa","Vehicle accident / death linked to hazardous transport",Mixed/Unknown,"Unspecified location in Maltese SAR Zone, disembarkation in Lampedusa, Italy - embarkation from Sfax, Tunisia","IOM Italy, MSF, Mediterranean Hope","35.48787217, 12.761094","Central Mediterranean","https://archive.ph/zIKFP, https://archive.ph/Qe5Ac",Uncategorized,4
2022.MMP1220,2022.MMP1220,Mediterranean,"Fri, 10/21/2022 - 12:00",2022,October,,1,1,70,,,1,"Sub-Saharan Africa (P)",Drowning,Unknown,"Off the island of Lampione (close to Lampedusa) south of Sicily, Italy - embarkation from Sfax, Tunisia","IOM Italy, InfoMigrants","35.54922167, 12.319262","Central Mediterranean",https://archive.ph/03nCV,Uncategorized,4
2022.MMP1221,2022.MMP1221,Mediterranean,"Sun, 10/23/2022 - 12:00",2022,October,4,,4,26,3,4,1,"Sub-Saharan Africa (P)",Drowning,Unknown,"24 nautical miles off Lampedusa, south of Sicily, Italy - embarkation from Tunisia","IOM Italy, ANSA, InfoMigrants","35.39901275, 12.111521","Central Mediterranean","https://archive.ph/Lmg4b, https://archive.ph/03nCV",Uncategorized,4
2022.MMP1222,2022.MMP1222,Mediterranean,"Sat, 10/22/2022 - 12:00",2022,October,1,,1,,1,,,"Northern Africa",Violence,Morocco,"During an interception in the coast of Ain El Turk, Oran, Algeria","AMDH Nador, Hespress","35.76366097, -0.763824","Western Mediterranean","https://archive.ph/S9DXd, https://www.facebook.com/photo/?fbid=486056160226769&set=a.460765349422517",Uncategorized,4
2022.MMP1223,2022.MMP1223,Mediterranean,"Thu, 10/13/2022 - 12:00",2022,October,2,,2,,1,1,,Unknown,Drowning,Unknown,"Karaburun, Izmir, Türkiye","TCG via IOM Türkiye","38.64852781, 26.510711","Eastern Mediterranean",,Uncategorized,5
2022.MMP1224,2022.MMP1224,Mediterranean,"Sat, 10/15/2022 - 12:00",2022,October,1,,1,,1,,,Unknown,Drowning,Unknown,"Karaburun, Izmir, Türkiye","TCG via IOM Türkiye","38.64852781, 26.510711","Eastern Mediterranean",,Uncategorized,5
2022.MMP1225,2022.MMP1225,Mediterranean,"Tue, 10/18/2022 - 12:00",2022,October,,1,1,,,1,,"Western Asia",Drowning,Yemen,"Off the coast of Lesvos, Greece","IOM Türkiye","39.29593636, 26.506797","Eastern Mediterranean",,Uncategorized,2
2022.MMP1226,2022.MMP1226,Mediterranean,"Sat, 10/22/2022 - 12:00",2022,October,1,,1,15,,1,,"Western Asia",Violence,Türkiye,"Off the coast of Karaada, Bodrum, Muğla, Türkiye","TCG, IOM Türkiye","36.97497603, 27.462329","Eastern Mediterranean",https://archive.ph/SmtwK,Uncategorized,5
2022.MMP1227,2022.MMP1227,"Central America","Sun, 10/09/2022 - 12:00",2022,October,1,,1,,,1,,"South America","Sickness / lack of access to adequate healthcare","Venezuela (Bolivarian Republic of)","Boca del Rio Marragantí, Comarca Emeberá-Cémaco, Darien Gap, Panama","El Pitazo, Tal Cual","8.466972784, -77.687466",Darien,"https://archive.ph/BqV0s, https://archive.ph/Dwf1Q","Central America",3
2022.MMP1228,2022.MMP1228,"North America","Thu, 10/13/2022 - 12:00",2022,October,1,,1,,,1,,"Latin America / Caribbean (P)","Vehicle accident / death linked to hazardous transport",Unknown,"US-57 on Pearsall, Frio County, Texas, United States of America","K911 Noticias","28.94464199, -99.41026","US-Mexico border crossing",https://archive.ph/o431W,"Northern America",1
2022.MMP1229,2022.MMP1229,"Central America","Wed, 10/12/2022 - 12:00",2022,October,1,,1,,,1,,"Latin America / Caribbean (P)",Drowning,Unknown,"Bravo River in Isla del Mudo, Piedras Negras Coahuila, Mexico",Zócalo,"28.72922054, -100.508254","US-Mexico border crossing",https://archive.ph/oXEBH,"Central America",1
2022.MMP1230,2022.MMP1230,"Central America","Wed, 10/19/2022 - 12:00",2022,October,3,,3,5,1,2,,"South America","Vehicle accident / death linked to hazardous transport","Venezuela (Bolivarian Republic of)","200 Ciudad Hidalgo-Tapachula Highway, Suchiate, Chiapas, Mexico","INM,Noticieros Televisa,Version Final Venezuela","14.69201491, -92.153523",,"https://archive.ph/GgVPy, https://archive.ph/Epn05, https://archive.ph/dJoA2","Central America",5
2022.MMP1231,2022.MMP1231,"Central America","Thu, 10/20/2022 - 12:00",2022,October,1,,1,,,1,,"Latin America / Caribbean (P)",Drowning,Unknown,"Bravo River in Eagle Pass International Bridge System (Puente Internacional #1), Piedras Negras, Coahuila de Zaragoza, Mexico",Zócalo,"28.70536595, -100.512278","US-Mexico border crossing",https://archive.ph/45nq8,"Central America",1
2022.MMP1232,2022.MMP1232,"Central America","Thu, 10/20/2022 - 12:00",2022,October,1,,1,,,1,,"Latin America / Caribbean (P)",Drowning,Unknown,"Bravo River in Presidentes Colony, Piedras Negras, Coahuila, Mexico",Zócalo,"28.68049512, -100.507477","US-Mexico border crossing",https://archive.ph/Ul2fQ,"Central America",1
2022.MMP1233,2022.MMP1233,"Central America","Wed, 10/19/2022 - 12:00",2022,October,1,,1,,1,,,Caribbean,"Sickness / lack of access to adequate healthcare",Cuba,"CA-6 Highway, Honduras (en route to Tegucigalpa)","El Heraldo Honduras, Cibercuba","14.05052655, -87.156322",,"https://archive.ph/1BRd2, https://archive.ph/NNk7k","Central America",3
2022.MMP1234,2022.MMP1234,Caribbean,"Thu, 10/13/2022 - 12:00",2022,October,,13,13,,7,5,1,"South America",Drowning,"Venezuela (Bolivarian Republic of)","Caribbean Sea near Barra del Colorado Norte, Pococi, Limon, Costa Rica close to the Nicaraguan Border","El Pitazo, Teletica (Costa Rica)","10.81662349, -83.524095",,"https://archive.ph/3JZl5, https://archive.ph/tnjLr, https://archive.ph/6RYoa",Caribbean,3
2022.MMP1235,2022.MMP1235,"South America","Sat, 10/15/2022 - 12:00",2022,October,1,,1,,,1,,"South America","Mixed or unknown","Bolivia (Plurinational State of)","Three kilometers south of Cerrito Prieto, Colchane, Tarapaca Region, Chile","Meganoticias Chile,Soy Chile,El Pais Bolivia","-19.2834942, -68.611533",,"https://archive.ph/3v3L4, https://archive.ph/OB4x0, https://archive.ph/PEJyH","South America",3
2022.MMP1236,2022.MMP1236,"North America","Mon, 10/24/2022 - 12:00",2022,October,1,,1,,,1,,"Latin America / Caribbean (P)",Drowning,Unknown,"Bravo River in Shelby Park, near Boat Ramp, Eagle Pass, Maverick County, Texas,United States of America","Zócalo, Super Channel 12","28.70881963, -100.510102","US-Mexico border crossing","https://archive.ph/Dkhvq, https://archive.ph/BeXt2","Northern America",3
2022.MMP1237,2022.MMP1237,"North America","Tue, 10/25/2022 - 12:00",2022,October,1,,1,,,1,,"Latin America / Caribbean (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"Comanche Ranch,US-277, Eagle Pass, Maverick County, Texas, United States of America","Zócalo, Super Channel 12","28.6972374, -100.398085","US-Mexico border crossing","https://archive.ph/Dkhvq, https://archive.ph/BeXt2","Northern America",3
2022.MMP1238,2022.MMP1238,Caribbean,"Sat, 10/29/2022 - 12:00",2022,October,6,2,8,23,3,1,1,Caribbean,Drowning,Cuba,"North of Bahía Honda, Artemisa, Cuba","Ministerio del Interior Cuba, Diaro De Cuba, CiberCuba, Diario Las Americas","23.08707711, -83.146195","Caribbean to US","https://archive.ph/jgS9D, https://archive.ph/G0nCE, https://archive.ph/wip/Pt9vP, https://archive.ph/VISLF, https://archive.ph/JWSzG",Caribbean,5
2022.MMP1239,2022.MMP1239,"Northern Africa","Fri, 10/28/2022 - 12:00",2022,October,32,8,40,,,,,"Sub-Saharan Africa (P)",Drowning,Unknown,"Off Lbakhouate, South of Dakhla, Western Sahara - remains washed ashore at plage de Porto Rico and Imlili, South of Dakhla, Western Sahara","Dakhla News, Akhbar Alyaoum 24","23.48776769, -15.949319","Western Africa / Atlantic route to the Canary Islands","https://archive.ph/861Nd, https://archive.ph/61HLP",Uncategorized,3
2022.MMP1240,2022.MMP1240,Mediterranean,"Sat, 10/29/2022 - 12:00",2022,October,1,,1,,,,,"Sub-Saharan Africa",Drowning,Unknown,"Remains washed ashore in front of Ibis hotel, Fnideq, Morocco","Akhbarona, Tanja News, Press Tetouan","35.85629915, -5.346826","Western Mediterranean","https://archive.ph/WxV0n, https://archive.ph/n2qWw, https://archive.ph/ogAq7",Uncategorized,3
2022.MMP1241,2022.MMP1241,Mediterranean,"Sat, 10/29/2022 - 12:00",2022,October,1,,1,,,1,,"Sub-Saharan Africa",Drowning,Unknown,"Remains washed ashore Playa de Calamocarro, Ceuta, Spain","El Faro de Ceuta, Ceuta Al Dia","35.91197354, -5.357081","Western Mediterranean","https://archive.ph/91AhX, https://archive.ph/feTlq",Uncategorized,3
2022.MMP1242,2022.MMP1242,"Western Asia","Sat, 10/29/2022 - 12:00",2022,October,3,25,28,3,6,14,,"Eastern Africa (P)",Drowning,Unknown,"Off Mayyun island (Perim Island), Yemen - embarkation same day from Obock, Djibouti","Sahafaty, News Yemen, IOM Yemen","12.71285225, 43.414596","Horn of Africa to Yemen crossing","https://archive.ph/cOJeJ, https://archive.ph/S8DPb",Uncategorized,4
2022.MMP1243,2022.MMP1243,Europe,"Thu, 10/27/2022 - 12:00",2022,October,1,,1,,,1,,"Southern Asia (P)","Harsh environmental conditions / lack of adequate shelter, food, water",Unknown,"In the landing gear of Lufthansa A340 flight 601, Frankfurt airport, Frankfurt am Main, Germany - flight coming from Tehran, Islamic Republic of Iran","Bild, Frankfurter Neue Presse, Tagesspiegel","50.03771896, 8.561562",,"https://archive.ph/oOvDD, https://archive.ph/CtO7b, https://archive.ph/CU1Za",Uncategorized,3
